BJCD,SGG_NAME,YEAR,SERVICE_BUSINESS_COUNT,TRANSPORT_BUSINESS_COUNT,MANUFACTURING_BUSINESS_COUNT,YTH_EMP_RT,INFECT_DIS_CT,TRAFFIC_DTH_CT,T_SUICIDE_RT_100K,CLIMATE_DMG_IMPACT,TRAFFIC_ACC_PER_100K,FIRE_ACC_PER_100K,FIRE_DTH_CT,FIRE_DMG,TEACHERS,UNIVERSITIES,UNIVERSITY_ADMISSION_RATE,KINDERGARTEN_TEACHERS,STUDENTS_PER_HIGH_CLASS,PRIVATE_ACADEMIES,MAX_TEMP,MIN_TEMP,AVG_WIND_SPD,MAX_GUST_SPD,MAX_GUST_DIR_DEG,TOTAL_RAIN,HOSPITAL_COUNT,WELFARE_FACILITY,PHC_CNT,DOCTORS,CLINIC,GEN_HOSP,BED_TOTAL,HIGH_RISK_DRINK_RT,WELFARE_RATIO,STRESS_AWARE_SOCIAL_PROT,SELF_HEALTH_AWARE_RT,GENDER_RATIO,FOREIGNERS,SELF_FINANCE,CMR,LAND_AREA,TFR,SINGLE_HOUSEHOLD_RATIO,COMMERCIAL_AREA,INDUSTRIAL_AREA,CAR_REGISTRATION_PER_CAPTICA,RENTAL_NATIONAL,RENTAL_PERMANENT,RENTAL_HAPPY,WATER_SUPPLY_RATE,HOUSE_CNT,SEWERAGE_SUPPLY_RATE,GREEN_RT,PARK,CULTURE,SPORTS_FACILITIES,YOUTH_NET_MOVE_RATE
51810,강원특별자치도 인제군,2022,9.182227893,6.299647532,770.04,54.7,96.26,15.53,46.7,0,276.3,171,0,15.81303279,1269.95,0,90.6,114.89,18.26,68.31,32.46,-20.14,1.52,21.08,234.82,1503.84,3.11,0,3.11,49.68,2.596746132,0,385.02,20.2,15.52,26.5,50.1,119.4,1645.66,8,580,14295.47,1.311,36.2,59.55,3.193763124,11.00211651,6.21,0,0,84.2,41318.39,84,71.78,83.84,37.26,18.63,0.9
51820,강원특별자치도 고성군,2022,9.241339883,6.442492395,960.62,57.5,33,7.33,55.2,0,535.3,275,0,15.7638979,1352.94,3.67,75.4,62.33,11.62,44,31.3,-18.34,4.04,30.26,191.72,1940.28,0,0,3.67,40.33,3.283539338,0,0,18.5,17.78,17.1,54.4,106.4,5034.1,7.8,410,30208.26,1.1,38.6,97.71,3.968025196,11.00211651,0,0,0,91.2,48265.75,88.9,66.86,58.66,51.33,14.67,-0.5
51830,강원특별자치도 양양군,2022,9.506814679,6.510362502,933.04,41.4,61.01,28.71,39.6,0,559.8,205,17.94,16.73512593,1037.11,0,84.9,96.89,20.35,53.83,34.17,-13.83,2.93,24.37,218.7,1669.5,0,3.59,3.59,46.65,3.114847754,0,0,22.3,17.74,27.6,58.7,104.3,1230.89,12.7,360,26311.63,0.88,39.5,182.59,1.994700313,11.00211651,936.63,0,0,93.4,52070.62,88.2,70.81,39.47,17.94,7.18,-3.7
52110,전북특별자치도 전주시,2022,9.004882012,6.921253763,554.57,40.9,207.22,3.99,22.5,0,294.4,53,0.61,12.63890649,1332.32,1.07,79.2,131.54,24.37,322.03,36.9,-10.4,1.4,13.5,140.8,999.5,4.14,1.53,0.15,279.36,4.3883814,0.77,2564.87,18,42.36,25.7,49,96.7,1498.71,24.5,350,1215.05,0.73,35.9,1.14,1.033184483,10.81979828,807.22,486.42,4.715548093,100,37891.31,99.5,74.29,38.22,6.14,1.38,-2.1
52130,전북특별자치도 군산시,2022,8.9422073,7.250493557,1060.7,33.1,131.83,9.53,29.3,0,444.6,105,0.38,14.36289491,1317.12,1.52,78.1,147.83,23.16,215.65,34.42,-8.66,3.45,27.84,151.7,898.9,2.67,1.14,0.38,150.88,4.14472077,0.76,1792.61,11.3,35.2,26.2,51.8,102.6,2591.94,16.3,310,4432.18,0.877,36.3,6.96,3.844172339,10.81979828,2729.49,850.01,5.033048889,99,45388.18,92.2,40.02,55.25,6.1,1.91,-3.3
52140,전북특별자치도 익산시,2022,8.903499945,7.261555094,1187.81,33.8,182.32,9.13,26.9,0,301.8,93,0,13.09294344,1448.32,0.73,75.8,133.36,21.04,214.47,35.33,-12.33,1.3,13.47,273.07,975.3,2.56,1.83,0.37,234.2,4.156379953,0.37,1914.16,15.4,37.17,24.3,46.8,99.2,1869.95,15.7,250,4207.94,0.773,36.7,2.76,2.820187701,10.81979828,2340.18,869.57,5.414321042,99.6,43460.1,95.6,59.56,42.02,9.13,1.83,-4
52180,전북특별자치도 정읍시,2022,8.915268395,7.178865799,1089.64,40.4,212.22,17.13,30.4,15.13749059,389.2,194,0,14.31597121,1338.02,0.95,81.5,122.76,17.75,171.3,34.67,-17.47,1.63,19.03,146.8,929,3.81,1.9,0.95,155.12,4.255187087,0.95,2229.71,21.1,25.71,27.2,48,99,2569.45,9.4,270,11441.65,0.898,37.2,16.61,3.777576909,11.00211651,2046.04,880.27,6.377016022,98.9,46056.85,87.3,66.8,46.63,14.27,7.61,-4.8
52190,전북특별자치도 남원시,2022,8.901163601,6.87024031,982.71,37,229.64,17.96,29.3,0,356.6,198,0,14.79898636,1317.55,0,76.8,103.92,17.37,134.71,33.5,-12.9,1.1,16.6,338.4,1199.5,1.28,0,1.28,159.08,4.305820309,1.28,1921.79,15.6,21.63,25,48.8,96.3,1234.16,8.8,260,16885.62,0.96,36.5,23.48,3.80666249,11.00211651,1277.77,573.46,5.043102484,95.2,44969.72,89.4,69.82,38.49,14.11,8.98,-7.3
52210,전북특별자치도 김제시,2022,8.80533166,7.136411607,1600.88,36.5,137.5,9.82,21,0,310.6,219,6.14,14.82332232,1291.51,0,71.8,108.04,18.12,108.04,36,-13.3,2.5,18.1,268.3,856.5,4.91,2.46,1.23,165.74,4.190714786,0,4469.95,15.2,21.77,24.9,43.4,98.8,2667.73,10.1,280,12719.91,1.199,36.7,30.05,4.542762726,11.00211651,1518.63,850.78,5.98838481,100,47179.42,67.4,72.34,30.69,14.73,3.68,2
52710,전북특별자치도 완주군,2022,8.8426897,7.745461573,1524.53,41.8,119.02,21.64,30.6,0,235.9,173,0,14.41614768,1712.8,3.25,77.9,153.64,17.06,178.53,35.35,-12.7,1.4,14.7,228.7,1059.3,2.16,1.08,1.08,115.77,3.969159197,0,2114.22,20.7,25.31,15.3,56,105.9,3883.27,16.4,360,17453.64,0.865,36.3,14.35,5.160892691,11.00211651,3413.69,189.35,7.225517862,88,44131.27,85.2,88.67,81.15,22.72,16.23,3.3
52720,전북특별자치도 진안군,2022,8.760895163,6.468598942,1490.84,40.7,138.49,28.51,16.2,0,252.5,301,0,13.82399279,1600.81,0,54.9,130.35,16.77,36.66,33.85,-16.75,1.5,14.7,70.55,967.5,8.15,0,4.07,138.49,3.731220295,0,1067.21,17.3,16.5,22.1,45.2,103.7,1661.91,6.4,200,37148.68,1.19,38,96.09,3.352707173,11.00211651,611,0,0,90.8,44692.46,86.2,83.2,28.51,24.44,12.22,-7.1
52730,전북특별자치도 무주군,2022,9.056633094,7.211431264,923.84,35.2,131.98,34.06,17,0,391.7,200,0,13.43271785,1396.4,0,88.8,97.92,16.42,80.89,31.3,-17.23,2.27,21.7,204.13,1114.83,0,8.51,0,110.69,3.867653058,0,246.92,15.8,14.39,24,48.5,99.8,1243.14,7.9,210,26263.36,0.848,39,137.17,3.297687005,11.00211651,1289.97,0,0,87,47762.78,79.4,80.58,46.83,29.8,21.29,-6.8
52740,전북특별자치도 장수군,2022,8.691714404,6.645935866,1045.18,39.2,178.1,18.75,18.6,0,187.5,281,4.69,13.64580989,1607.61,0,85.8,135.92,16.42,60.93,34.4,-18.2,1.5,16.1,225,880.5,0,4.69,0,103.11,3.650658241,0,178.1,21.1,15.39,23.2,50.7,100.9,1748.22,7,240,32456.88,1.004,38,163.43,4.272211769,11.00211651,1771.65,0,0,92,44970.94,85,72.57,18.75,28.12,32.81,-8.1
52750,전북특별자치도 임실군,2022,8.717451256,7.121543203,1056.28,43.4,165.99,15.09,15.1,0,298,241,0,13.92892569,1599.52,3.77,75,124.49,15.6,45.27,34.5,-14.4,2,22,79.6,1069.5,3.77,0,0,139.58,3.985459324,0,1603.29,19.3,15.2,26,49.8,105.1,1286.4,8.3,260,34197.22,1.56,41.9,67.72,5.314584339,11.00211651,1410.89,0,0,94.9,48623.06,68.9,81.78,49.04,22.63,30.18,-4.2
52770,전북특별자치도 순창군,2022,8.698671059,6.241425282,1171.1,26.4,355.45,44.9,26.2,16.11953072,385.4,262,0,14.75625718,1541.51,0,83.3,115.99,18.88,78.57,34.8,-18.7,1.6,19.4,319.15,998.25,3.74,0,0,149.66,4.045154318,0,2619.07,20.7,18.72,24.8,50.6,96.7,1346.95,7.7,190,30646.91,0.822,36.8,46.25,0,11.00211651,2117.71,0,0,85.5,48639.95,65.2,89.34,33.67,26.19,14.97,-3.9
52790,전북특별자치도 고창군,2022,8.917082785,6.786299256,989.72,43.7,290.42,24.84,36.1,0,183.4,300,0,14.03543218,1457.83,0,67.9,93.62,17.11,89.8,35.75,-11.7,2.35,20.6,329.45,845,1.91,7.64,1.91,154.76,4.065945088,1.91,2004.28,18.3,17.86,26.7,44.3,98.8,2105.54,8.5,260,20447.86,0.949,38.5,46.05,4.524285457,11.00211651,1539.99,340.1,0,99.9,48668.27,77.6,80.73,34.39,17.2,11.46,-8.3
52800,전북특별자치도 부안군,2022,8.990430337,6.878511827,954.21,44.5,307.42,19.96,43.8,0,279.5,228,0,14.70869084,1349.46,0,74.6,101.81,16.43,101.81,35.1,-10.8,2.4,23,302.33,919.67,7.98,2,2,135.74,3.889981875,2,1914.4,16.9,15.7,24.3,40.8,98.9,1908.41,7.9,260,13907.85,0.881,37.9,38.13,4.750654853,11.00211651,922.27,0,0,99.8,49167.56,85.2,79.46,29.94,19.96,3.99,-6.4
11110,서울특별시 종로구,2023,10.18278343,7.226419897,3537.59,34.4,417.45,5.74,24.5,0,708.7,144,0.72,12.62323095,1997.6,2.15,60.4,67.42,20.92,180.75,35.8,-17.3,2.3,19.3,200.2,1598.8,2.15,3.59,0.72,1810.4,5.011901159,1.43,2683.32,14.1,37.27,31,47.3,93.3,7915.82,46.7,320,174.3,0.406,45.5,15.11,0,10.59665973,0,0,0,100,33729.75,100,46.74,48.06,50.93,0,0.6
11140,서울특별시 중구,2023,10.64487856,7.558803609,7736.25,43.8,192.89,2.47,29.4,0,767.4,113,0,13.76450635,1558.79,1.65,46.6,74.19,19.92,93.15,35.1,-19.2,2.4,21.6,101.5,1075.5,2.47,9.89,0.82,697.38,5.449449209,0.82,817.73,11.1,42.38,21.9,63.6,93.6,8639.71,55.8,500,161.57,0.534,47.7,26.77,0,10.81979828,0,0,0,100,36427.56,100,0.25,45.34,25.55,0.82,6.8
11170,서울특별시 용산구,2023,9.30298245,6.683398492,539.52,48.7,125.73,5.16,21.7,0,467.3,103,0.47,11.83496389,921.41,0.47,59.1,60.52,18.68,69.43,38.3,-14.2,1.8,18.7,203.2,1456,0.47,4.69,0.47,285.24,4.325456283,0.47,404.88,14.8,41.36,24.7,58.9,92.3,6547,41.7,470,101.81,0.547,43.2,3.46,0,10.59665973,0,0,0,100,36468.98,100,40.73,32.37,8.91,0.94,0.8
11200,서울특별시 성동구,2023,9.278172837,7.040632708,1649.47,41.4,154.67,2.16,23.1,0,331.3,72,0,12.16371651,1132.46,0.72,59.8,67.42,20.38,115.01,36.3,-16.3,1.9,18.8,209,1533,1.8,1.8,0.36,287.35,4.492337378,0,659.79,12.7,46.65,27.3,58.4,94.2,2669.81,34.5,460,120.42,0.639,39.1,0.62,1.300191662,10.59665973,0,0,0,100,32900.08,100,25.79,23.8,5.77,1.08,2.7
11215,서울특별시 광진구,2023,8.943413414,6.842437788,577.25,51.7,159.44,1.19,27.2,0,213.7,58,0,11.56847511,1001.03,0.89,62.4,56.03,26.47,136.49,36.9,-16.7,1.4,14.9,296,1498,1.19,2.98,0.3,278.64,4.484357566,0.3,768.88,16.5,46.65,28.9,52.9,92.5,4656.78,26.1,410,45,0.449,45.4,0.18,0,10.30898599,0,0,0,100,28396.62,100,30.89,14.3,3.87,1.49,1.9
11230,서울특별시 동대문구,2023,9.090016235,7.128800631,1050.57,36.9,204.6,2.93,25,0,490.7,46,0.59,11.20472118,1137.63,1.17,65.8,69.47,22.51,116.96,37,-16.2,1.6,15.5,241,1702.5,3.81,4.69,0.29,348.82,4.376511454,0.88,1567.94,16,50.46,25,45.8,96.3,5488.51,23.8,390,138.65,0.566,44.5,0.71,0,10.30898599,0,0,4.088158803,100,32293.51,100,2.69,21.69,4.4,0,4.4
11260,서울특별시 중랑구,2023,8.77344961,7.456714487,1028.38,54,126.91,1.83,27.3,0,331.8,46,0,11.48512118,679.31,0.26,68.2,71.7,22.7,72.48,36.3,-16.6,1.9,17.6,49,1632.5,3.4,3.4,0.26,193.64,4.238444906,0.79,876.35,14.7,54.86,28.8,45.8,96.2,1390.8,21.6,420,44.48,0.623,38.9,0.25,0,10.30898599,50.24,26.17,5.745947567,100,31390.67,100,39.67,17.53,2.09,1.31,1.3
11290,서울특별시 성북구,2023,8.713674031,6.826599452,670.11,38.7,298.4,1.88,22.3,0,295.1,58,0,11.46525235,1434.91,1.41,62,95.86,22.57,110.67,35.5,-18.1,1.7,19,228.7,1615.5,1.41,3.99,0.23,234.02,4.113329862,0,846.8,16.7,51.18,30.1,46.9,92.2,2952.52,20.7,330,86.23,0.588,37.5,0.22,0,10.30898599,0,0,0,100,33655.86,100,26.13,9.16,6.81,0.47,0.4
11305,서울특별시 강북구,2023,8.767174954,7.102301805,629.96,51.6,83.99,1.74,24.9,0,337.4,69,0.69,12.06831996,623.37,0,62.9,45.12,24.62,76.71,35.5,-18.4,0.9,16.4,318.9,1751,3.12,4.17,0.35,157.23,4.396668911,0.35,801.77,23.1,51.91,28.7,54.5,93.9,1688.23,17.2,290,54.15,0.478,40.1,0.33,0,10.30898599,0,1485.88,4.082777926,100,34853.69,100,52.74,20.48,4.17,0,-1.3
11320,서울특별시 도봉구,2023,8.602917574,7.489915031,387.36,47.3,92.2,2.28,27.7,0,172.7,58,0.98,11.30183918,820.01,0.33,59.7,71.35,21.87,100.34,33.9,-18,1.1,17.6,337.5,1798,1.3,2.93,0.33,141.07,4.066287964,0.33,835.32,15.2,51.04,25.7,47.6,94.1,829.46,20,300,69.39,0.518,32.2,0.28,0.940007258,10.30898599,79.82,0,0,100,35662.39,100,49.82,17.59,4.56,1.3,-1.5
11350,서울특별시 노원구,2023,8.603789149,7.216019087,214.17,41.9,149.33,1.81,24.1,0,274.2,40,0,11.43963559,1310.68,1.2,60.8,95.14,21.03,147.93,36,-19.2,1.2,13.3,315,1537,1,4.42,0.2,254.91,4.35504077,0.6,694.68,13.9,61.5,30.4,52.3,92.3,945.78,16.5,330,50.38,0.673,31.7,0.19,0,10.30898599,0,1471.06,3.047850228,100,38723.6,100,59.16,26.29,3.81,1.2,-1.1
11380,서울특별시 은평구,2023,8.668895734,6.919041351,266.94,48.5,182.75,1.5,23.1,0,222.6,53,0,10.97689639,789.47,0.21,63.6,64.27,22.45,116.33,35.2,-19.9,2.3,19.8,82.3,1268.5,2.14,4.71,0.21,190.03,4.284413806,0.43,759.69,14.6,58.83,20.2,54.3,90.5,878.16,18.1,350,90.41,0.515,34.7,0.24,0,10.30898599,0,0,0,100,35448.29,100,46.67,19.92,3.43,0.43,2.4
11410,서울특별시 서대문구,2023,8.8293903,7.103404296,288.67,42.8,442.15,1.31,22.1,0,299.1,68,0,12.4064419,1538.38,1.96,63.2,64.98,24.12,117.23,35.2,-18.9,1.3,15.8,321.8,1534,1.63,6.2,0.33,604.12,4.228292535,0.33,1343.43,12.5,52.11,30.2,45.2,90.4,4701.68,25.2,370,63.35,0.57,40.7,0.3,0,10.30898599,0,0,0,100,34823.38,100,11.1,28.41,4.9,0,2.7
11440,서울특별시 마포구,2023,9.425234793,7.035277402,451.47,49.9,81.94,3.85,21.6,0,343.7,75,0.55,12.52833834,891.13,0.55,54,69.84,23.43,199.62,35.9,-17.4,2.1,19.3,309.4,1447.5,1.37,3.3,0.27,182.57,4.721708002,0,283.75,10.1,52.24,22.9,54.5,87.8,3152.35,33,440,53.07,0.476,43.1,0.71,0,10.30898599,0,0,4.61045619,100,35584.84,100,40.42,27.5,3.85,0.55,3.2
11470,서울특별시 양천구,2023,8.722327546,7.317331923,310.3,42.9,134.4,1.15,22.3,0,280,37,0,11.56618316,935.26,0,58.8,81.42,25.28,244.02,36.4,-15.9,1.6,14,216.2,1485,1.15,4.82,0.23,219.71,4.300002799,0.46,662.34,13.3,56.55,25.3,59.3,95.4,739.4,25.3,290,52.29,0.533,27.8,0.42,0.048790164,10.30898599,0,0,0,100,33855.39,100,23.14,25.92,2.98,0.69,-2.3
11500,서울특별시 강서구,2023,8.95628777,7.436357951,312.4,58.4,114.73,1.6,21.1,0,269.6,49,0,11.44000084,816.26,0.18,62.9,73.35,22.06,133.73,37.2,-16.8,1.5,13.5,281,1275,3.2,1.78,0.18,217.38,4.415219602,0.71,915,15.4,61.43,26.2,48.5,92,1024.41,21.1,450,81.7,0.545,40.9,0.42,0.652325186,10.59665973,62.16,1391.33,3.468232783,100,36210.66,100,54.27,28.42,2.84,0.36,1.3
11530,서울특별시 구로구,2023,9.174893489,7.307403502,1021.39,48.1,257.64,1.27,21.9,0,346.3,51,0.51,12.12093847,852.44,0.76,64.6,64.98,24.22,107.03,36,-16.3,1.9,19,227.8,1538.5,2.04,3.57,0.25,286.18,4.316153891,0.25,1217.11,15.8,53.97,24.8,54.4,96.1,5923.98,22.1,420,90.98,0.643,35.8,0.33,1.313723668,10.59665973,0,0,5.428511948,100,35132.83,100,25.61,16.56,4.84,0.51,1.7
11545,서울특별시 금천구,2023,9.6255208,7.348651879,2720.67,64.3,102.87,3.08,27.3,0,385.1,84,0.44,12.53250396,656.76,0,68,56.71,22.58,95.39,37.6,-16.1,1.9,18.5,188,1447,1.76,1.76,0.44,151.66,4.338727617,0.44,934.14,12.9,51.9,24.4,47.6,101.2,5989.07,23.6,460,120.89,0.559,46.5,0.29,2.193885676,10.59665973,0,2.64,4.841979928,100,32047.07,100,22.25,21.54,3.52,0.44,2.3
11560,서울특별시 영등포구,2023,9.372753396,7.424833316,1076.86,58.8,290.29,1.87,18.3,0,506.9,93,0.53,13.01381008,666.77,0,61.4,86.98,22.97,128.87,37,-16.1,1.6,13.1,254.2,1458.2,2.4,3.2,0.27,390.88,4.639185065,1.87,1472.81,13.2,50.27,27.3,55.5,96.2,6138.31,37.4,550,152.08,0.635,44.5,1.88,1.521698998,10.59665973,0,0,0,100,30462.87,100,35.76,19.48,3.47,1.07,5.2
11590,서울특별시 동작구,2023,8.655832765,6.429896882,199.33,50.2,141.25,1.58,19.6,0,327.9,44,0.26,11.47770235,1048.13,0.79,54.9,62.31,23.1,130.42,36.8,-18,1.2,14.2,153.2,1537.2,1.06,3.96,0.26,273.25,4.309455942,0.26,655.54,17.6,50.87,28.1,59.3,93.6,2889.62,27.4,410,67.59,0.574,42.8,0.25,0,10.30898599,0,244.21,0,100,32224.92,100,13.73,21.12,2.64,0.53,2.8
11620,서울특별시 관악구,2023,8.66748558,6.88345234,321.19,57.3,88.39,2.07,29.3,0,203.3,58,0.41,11.48775811,808.17,0.21,56,51.87,22.31,85.69,35.6,-17.8,1.6,15.4,151.3,1590.8,2.49,3.73,0.21,142.13,4.290459441,0.21,473.07,13.2,57.79,28.1,59.3,101.4,3304.66,19.9,410,74.9,0.394,57.3,0.17,0,9.903537551,0,0,0,100,27024.04,100,46.83,21.16,2.07,0.21,2.1
11650,서울특별시 서초구,2023,9.547672953,6.992932475,331.89,39.5,164.11,1.72,16.7,0,531.8,59,0.25,11.27218995,1075.15,0.25,54.6,50.78,25.39,296.32,36,-15.8,1.5,15.1,325,1540.5,3.43,3.68,0.25,621.59,5.312614671,0,940.48,8.8,41.77,24.9,57.6,91.1,1082.75,57.3,350,117.01,0.553,31,0.8,0,10.59665973,107.93,265.91,0,100,33490.33,100,56.63,34.34,5.64,1.47,2.4
11680,서울특별시 강남구,2023,9.698234876,6.648271861,452.58,39.2,146.82,1.28,24.2,0,720.5,77,0,13.13823911,885.71,0,48.5,56.71,24.9,477.73,37.3,-16.2,1.2,13.7,315,1545,6.42,1.47,0.18,1067.96,5.855501629,0.37,1570.82,11.4,41.66,30.8,57.9,91.6,992.71,60.4,370,73.78,0.558,35.1,0.57,0,10.81979828,160.22,505.99,5.961159967,100,33880.92,100,34.51,22.39,5.32,0.37,3.2
11710,서울특별시 송파구,2023,9.069215651,7.205055944,313.53,46.5,332.64,1.53,19,0,399.6,58,0.46,11.82574152,842.14,0.15,59.2,75.21,23.16,173.5,37.2,-16.4,1.5,16,301,1444,3.06,3.06,0.15,443.31,4.566845072,0.15,1097.43,13.2,49.77,31,57,92.5,895.64,37.4,390,103.18,0.543,32.8,0.55,0,10.59665973,0,0,2.582486978,100,33796.01,100,29.75,24.46,3.36,0.46,1.7
11740,서울특별시 강동구,2023,8.841737429,7.204602721,340.4,52.4,262.87,0.87,25.2,0,258.1,37,0.22,11.90848481,819.31,0,61.9,73.39,24.52,154.85,35.9,-16.8,1.5,15.4,202.9,1396,3.27,2.4,0.22,345.63,4.517431272,0.65,1351.8,15,56.87,23.2,54.9,95.6,904.03,25.6,370,244.14,0.629,33.2,0.33,0.039220713,10.30898599,0,0,0,100,32924.4,100,44.11,25.48,3.05,1.09,1.8
26110,부산광역시 중구,2023,10.30060491,9.345860286,1530.33,60.3,178.67,2.59,54,0,828.6,166,0,11.25932412,810.48,0,86,28.48,17.92,134.65,35.2,-12,3.2,22.2,95.6,2191.4,5.18,2.59,2.59,546.36,5.191121835,2.59,4603.95,20.5,45.16,26.6,37.2,93.9,5911.6,23.7,300,124.29,0.32,54.8,126.26,2.626116818,11.60824474,0,0,0,100,44729.28,100,8.8,5.18,18.13,0,-2.4
26140,부산광역시 서구,2023,8.991501293,7.27383486,441.93,42.8,1116.35,2.88,33.6,0,422.7,86,0.96,14.08671124,1295.05,0,73.8,72.05,18.8,112.4,34.4,-12.2,3.2,30.5,90,2057.2,2.88,0.96,0.96,1298.89,4.119524861,1.92,4812.23,16.4,55.33,20.4,45.4,92.5,2255.76,13.6,290,282.45,0.566,42.3,10.27,2.256541154,10.30898599,0,0,0,100,42844.1,100,27.18,10.57,5.76,0,0
26170,부산광역시 동구,2023,9.484196809,8.059282546,1264.35,52.3,140.1,4.56,27.7,0,554.7,82,0,11.42190333,751.78,0,77.7,69.48,18.2,76.32,33.9,-11.7,3.1,22.2,95.6,2190.2,5.7,3.42,1.14,412.34,4.405132623,3.42,3265.67,21.2,56.04,18.4,54.8,94.9,2041.19,17.3,410,85.43,0.715,43.6,32.37,3.150168627,11.00211651,0,0,0,100,41789.68,100,26.66,9.11,12.53,1.14,3.4
26200,부산광역시 영도구,2023,8.867341483,7.198550002,1729.74,36.6,173.63,3.75,27.2,0,232.8,88,0.94,12.53459494,1230.43,1.88,69,70.39,17.92,67.58,32.6,-11.4,3,22.2,95.6,2189,1.88,1.88,0.94,165.18,4.228000947,1.88,1821.71,18,56.23,22,40.2,96.5,2166.16,10.7,250,302.21,0.692,40.1,7.03,2.83085763,10.30898599,0,2763.07,0,100,46879.34,100,13.54,18.77,7.51,0,-3.6
26230,부산광역시 부산진구,2023,9.105686273,7.134843042,558.54,48.5,234.49,2.23,27.8,0,387.2,73,0.83,12.6101057,1216.11,0.83,77,103.2,18.77,168.84,35.8,-12.2,2.1,23.8,175.7,2168.5,5.01,0.83,0.28,405.28,4.874433673,0.83,2177.42,16.4,66.47,22.2,56.2,92.4,692.06,21.3,380,194.99,0.648,41.6,3.75,0,10.59665973,369.12,0,0,100,41949.28,100,46.37,11.68,3.06,0,3.5
26260,부산광역시 동래구,2023,8.926126943,7.025227155,403.97,39.5,139.21,3.69,25.8,0,360,50,0,10.72093603,912.43,0,79.1,93.05,23.47,232.26,35.9,-11.2,1.5,24.1,140.4,2127,6.65,1.11,0.37,231.52,4.37298589,1.11,2482.14,16.3,60.69,22.6,48.8,93.6,377.75,22.3,300,157.3,0.672,31.2,1.58,0.19062036,10.59665973,228.57,0,0,100,37280.06,100,34.85,14.4,3.69,0,-3.1
26290,부산광역시 남구,2023,8.774735078,7.371489295,417.02,35.6,108.58,3.15,31.5,0,316.7,67,0.79,11.52548872,1416.29,1.57,75.2,101.5,18.94,148.32,34,-11.9,2.7,28.8,66.4,1949.5,2.36,3.15,0.39,155.79,4.284964922,0.39,1406.85,15.8,55.45,22.9,42.7,95,2479.3,19.6,280,261.23,0.596,36,1.61,2.113842968,10.59665973,0,0,1.873339456,100,43264.94,100,30.26,13.77,4.72,0,-0.6
26320,부산광역시 북구,2023,8.594394944,7.114322194,250.37,41.3,120.25,3.29,27.6,0,205.4,42,0,11.72869308,870.99,0.37,88.1,123.54,19.88,150.95,36.5,-11.4,2,23.1,164.2,1983.5,3.29,2.92,0.37,167.77,4.139477252,0.73,1559.6,18.1,64.72,26,42.9,96.8,692.99,11.1,310,111.11,0.732,31.6,0.81,0,10.59665973,800.45,2194.11,0,100,40435.17,100,74.1,23.76,4.02,0,-4.2
26350,부산광역시 해운대구,2023,9.032952624,7.082254655,290.71,37.9,244.19,1.84,27.5,0,209,59,0.26,12.6831972,897.1,0,66,96.2,21.53,202.66,35.3,-11.9,1.9,18.6,118.1,2101,2.89,2.1,0.26,266,4.563201701,0.53,1531.88,12.9,62.15,27.1,45.4,92,1009.6,29.6,270,157.45,0.652,31.5,2.32,0.657520003,10.81979828,451.57,449.47,3.306153833,100,38617.1,100,67.18,15.77,3.68,0.53,-4
26380,부산광역시 사하구,2023,8.764881052,7.198176098,1198.33,47.6,116.84,3.36,29.8,0,278.7,67,0.34,12.3944789,974.71,0.67,78.3,101.4,20.95,137.66,33.5,-12.5,3,30.5,90,1923,6.72,1.68,0.34,156.46,4.211831258,0,2384.57,14.4,64.13,23.6,48.6,98.5,1474.33,16.4,280,159.15,0.676,35.2,0.73,2.473171394,10.59665973,0,0,0,100,40932.61,100,31.19,14.1,3.02,0.34,-3.2
26410,부산광역시 금정구,2023,8.987425545,7.55786447,850.22,33.9,98.33,3.25,30.8,0,333,74,0,11.33094797,1436.99,1.86,77.9,96.02,20.4,182.75,36.4,-11.6,1.4,24,76,2203.5,4.64,0.46,0.46,151.21,4.263243099,0,2419.87,11.1,59.01,25.7,47.1,95.2,2023.28,17.1,270,209.19,0.58,40,1.54,1.190887565,10.59665973,0,0,0,100,40262.54,100,82.14,26.44,6.03,0.93,-4.5
26440,부산광역시 강서구,2023,9.382598125,7.546240339,6379.39,47.1,159.41,8.43,23.2,0,552.7,213,0.7,14.50218773,1270.4,0,89.4,250.01,24.82,246.5,32.5,-13.2,4,31.5,108.3,2024,4.92,2.11,0.7,83.57,3.714303506,0,456.47,19.8,41.95,18.1,51,107.7,4077.36,42.7,430,1730.39,0.987,30.6,20.63,4.955686203,11.00211651,674.88,0,5.431667493,100,34265.71,95.5,55.16,132.03,3.51,1.4,0.6
26470,부산광역시 연제구,2023,9.023042856,7.462961358,363.52,45.8,129.27,1.46,31.4,0,325.1,45,0.49,11.59040285,680.87,0.97,82.1,72.41,24,156.49,35.7,-12.7,1.8,24,172.7,2247,5.83,0.97,0.49,210.43,4.482776538,0.49,2279.77,14.7,59.11,23.1,46,91.5,399.97,18.7,300,96.71,0.646,34.7,1.82,0.139761942,11.00211651,0,0,4.302712828,100,38749.84,100,29.64,13.12,2.92,0,3.4
